dataset,AutoML4Clust,Autocluster,ML2DAC,cSmartML
dim11-clusters13-instances2500-overlap1e-06-1e-05-aspectref5-aspectmaxmin1-radius3-imbalance1-rep11,0.7832868924516596,0.9982656341642646,0.9893835921626308,0.05838802504626115
dim11-clusters13-instances3500-overlap1e-06-1e-05-aspectref5-aspectmaxmin1-radius1-imbalance1-rep11,0.9197855985020873,0.8356478352888054,0.9852301118222656,0.2325913953469283
dim18-clusters4-instances2000-overlap1e-06-1e-05-aspectref5-aspectmaxmin1-radius5-imbalance1-rep11,0.5563492218802508,0.9946941701147306,0.8936844734279895,0.6337005813192969
dim18-clusters4-instances2250-overlap1e-06-1e-05-aspectref1.5-aspectmaxmin5-radius1-imbalance1-rep11,0.7921567408379484,0.4982300899871747,0.9928931268090398,0.3526066724269688
dim18-clusters4-instances2500-overlap1e-06-1e-05-aspectref1.5-aspectmaxmin1-radius5-imbalance1-rep11,0.5155392755637358,0.15658482294213505,0.513780834128791,0.0809955512683383
dim18-clusters4-instances4000-overlap1e-06-1e-05-aspectref1.5-aspectmaxmin3-radius3-imbalance2-rep2,0.42551428117094425,0.9862251324439744,0.9977684562783348,0.3296973026886846
dim18-clusters4-instances4500-overlap1e-06-1e-05-aspectref1.5-aspectmaxmin1-radius3-imbalance2-rep2,0.5596327548323111,0.6998151721545828,0.423148764760661,
dim18-clusters4-instances500-overlap1e-06-1e-05-aspectref5-aspectmaxmin5-radius5-imbalance1-rep11,0.6447415209149328,0.6690573993264102,0.8902665757422961,0.5970212162146069
dim18-clusters5-instances1500-overlap1e-06-1e-05-aspectref5-aspectmaxmin5-radius5-imbalance2-rep11,0.26361592352584273,0.1275095381009683,0.2888499619718956,0.07358014628309605
dim18-clusters5-instances200-overlap1e-06-1e-05-aspectref1.5-aspectmaxmin3-radius5-imbalance1-rep4,0.9669085562393256,0.6436141530233398,0.915127044739065,0.10708109595167825
dim18-clusters5-instances2500-overlap1e-06-1e-05-aspectref1.5-aspectmaxmin1-radius1-imbalance1-rep4,0.0567814275159976,0.860161204386435,0.3746246246246246,0.385070123653277
dim18-clusters5-instances550-overlap1e-06-1e-05-aspectref1.5-aspectmaxmin1-radius5-imbalance1-rep11,0.9215792935982938,0.9909051494118823,0.1540037858634307,0.4704625072372271
dim2-clusters14-instances1500-overlap1e-06-1e-05-aspectref1.5-aspectmaxmin1-radius3-imbalance2-rep11,0.849645278181927,0.7306305532726973,0.9598882655165986,0.4966963786407721
dim2-clusters14-instances2500-overlap1e-06-1e-05-aspectref5-aspectmaxmin5-radius3-imbalance1-rep11,0.7595890519406386,0.4657335268790759,0.1814905275031444,0.43913746725635755
dim2-clusters14-instances3500-overlap1e-06-1e-05-aspectref1.5-aspectmaxmin3-radius1-imbalance2-rep1,0.9141235675204114,0.7707715981778511,1.0,0.41849683352923217
dim2-clusters14-instances4000-overlap1e-06-1e-05-aspectref1.5-aspectmaxmin1-radius5-imbalance2-rep11,0.887815729822307,0.6200892167057251,0.938688987260716,0.4859102132011957
dim2-clusters15-instances200-overlap1e-06-1e-05-aspectref3-aspectmaxmin3-radius5-imbalance1-rep1,0.9393898872280666,0.7604787370289445,0.9672939096639857,0.5379832783327936
dim2-clusters15-instances3500-overlap1e-06-1e-05-aspectref1.5-aspectmaxmin1-radius5-imbalance2-rep11,0.8837930952679073,0.6587258768342389,0.9132272634944354,0.8750121079994715
dim2-clusters16-instances1750-overlap1e-06-1e-05-aspectref3-aspectmaxmin3-radius3-imbalance2-rep1,0.9110337731999545,0.5702291224560485,0.1580066361080238,0.5429906697542151
dim2-clusters16-instances600-overlap1e-06-1e-05-aspectref5-aspectmaxmin1-radius3-imbalance2-rep11,0.8894221458356861,0.6575855399146587,0.892773081956328,0.1040624263537065
dim2-clusters3-instances2000-overlap1e-06-1e-05-aspectref5-aspectmaxmin1-radius1-imbalance1-rep11,0.5596687929927385,0.7425904340089375,-4.984991212481515e-07,0.4230576794652111
dim2-clusters3-instances4000-overlap1e-06-1e-05-aspectref5-aspectmaxmin5-radius5-imbalance1-rep11,0.5898954012448723,0.8001207997808126,8.264641261355723e-06,0.7912799042731093
dim2-clusters4-instances2750-overlap1e-06-1e-05-aspectref5-aspectmaxmin1-radius5-imbalance2-rep11,0.7113013517546608,0.9028325898724605,0.8482472735591963,0.6347076122910038
dim2-clusters4-instances3500-overlap1e-06-1e-05-aspectref5-aspectmaxmin5-radius1-imbalance1-rep11,0.8778115648912204,0.904490747082526,0.8557683190870595,
dim2-clusters4-instances550-overlap1e-06-1e-05-aspectref1.5-aspectmaxmin1-radius3-imbalance1-rep4,0.9117690664078639,1.0,0.038201406856057746,0.5102292052086966
dim2-clusters5-instances4500-overlap1e-06-1e-05-aspectref1.5-aspectmaxmin1-radius5-imbalance2-rep11,0.6103593792654631,0.8425766923964859,0.8195368525021709,0.830964254996295
dim2-clusters6-instances1750-overlap1e-06-1e-05-aspectref1.5-aspectmaxmin1-radius5-imbalance2-rep11,0.828136475092464,0.790789236585209,0.7895554338501588,0.7703562671815292
dim2-clusters6-instances3000-overlap1e-06-1e-05-aspectref5-aspectmaxmin5-radius1-imbalance2-rep11,0.9249061237074288,0.9399778419899665,0.8249849713480703,0.7573524166831906
dim3-clusters3-instances1750-overlap1e-06-1e-05-aspectref1.5-aspectmaxmin5-radius3-imbalance2-rep11,0.8094632331222802,0.8482845949636117,0.938457064572904,0.496017164492191
dim3-clusters3-instances1750-overlap1e-06-1e-05-aspectref3-aspectmaxmin1-radius5-imbalance1-rep1,0.9355946732492297,0.5680225508261235,0.8671237154193413,0.5714446613332037
dim3-clusters3-instances200-overlap1e-06-1e-05-aspectref3-aspectmaxmin1-radius5-imbalance1-rep4,0.8564439519306968,0.9962974271105804,1.0,0.4691681292783441
dim3-clusters3-instances2000-overlap1e-06-1e-05-aspectref1.5-aspectmaxmin5-radius3-imbalance1-rep11,0.43047077158513025,0.4925455450195065,0.9791055496957256,0.5148595247601375
dim3-clusters3-instances300-overlap1e-06-1e-05-aspectref5-aspectmaxmin5-radius5-imbalance1-rep11,0.7871785454133706,0.09115760186478544,0.8229535467428628,0.4754544934153593
dim3-clusters3-instances3000-overlap1e-06-1e-05-aspectref5-aspectmaxmin1-radius3-imbalance2-rep11,1.0,0.7187610594370681,0.6282229026352949,0.4813109960025218
dim3-clusters4-instances300-overlap1e-06-1e-05-aspectref3-aspectmaxmin3-radius5-imbalance1-rep2,0.7067865519883196,0.6367178550341998,0.02380704612434825,0.5612865601347788
dim3-clusters4-instances350-overlap1e-06-1e-05-aspectref5-aspectmaxmin1-radius3-imbalance1-rep11,0.9176643951471692,0.3937116012147027,0.9269004857643908,1.0
dim5-clusters2-instances2750-overlap1e-06-1e-05-aspectref5-aspectmaxmin5-radius3-imbalance1-rep11,0.4707410221779197,0.428194964700784,0.6789672069498242,0.11350055590786065
dim5-clusters2-instances3000-overlap1e-06-1e-05-aspectref3-aspectmaxmin1-radius3-imbalance2-rep1,0.0561824184749357,0.7916572659893228,0.9852085286505684,0.3856887533922423
dim5-clusters2-instances3000-overlap1e-06-1e-05-aspectref5-aspectmaxmin5-radius3-imbalance2-rep11,0.49589269595263824,0.6765665087371794,-0.0427538528417062,-0.0587075612342076
dim5-clusters2-instances4000-overlap1e-06-1e-05-aspectref1.5-aspectmaxmin1-radius3-imbalance1-rep11,0.49038757641902136,0.8680290350732323,0.9525641449032148,0.5086455612964504
dim5-clusters2-instances4500-overlap1e-06-1e-05-aspectref1.5-aspectmaxmin5-radius5-imbalance1-rep11,0.5059005902173963,0.8872528262661483,0.9318533155741944,0.8606428489852487
dim5-clusters3-instances1500-overlap1e-06-1e-05-aspectref1.5-aspectmaxmin1-radius1-imbalance2-rep3,0.3383533564813053,0.9977431063149008,0.8925900253836708,0.46149057768451457
dim5-clusters3-instances200-overlap1e-06-1e-05-aspectref5-aspectmaxmin1-radius3-imbalance1-rep11,0.8999866195250612,0.9074724237545951,0.8133700547241003,0.5001020199959192
dim5-clusters3-instances350-overlap1e-06-1e-05-aspectref1.5-aspectmaxmin5-radius3-imbalance1-rep11,0.9914287149870395,0.6617042480553217,0.9057816381715602,0.554003430958174
dim5-clusters3-instances4000-overlap1e-06-1e-05-aspectref1.5-aspectmaxmin1-radius3-imbalance2-rep4,1.0,0.994335694573228,0.9899966279524228,0.5468447885429354
dim50-clusters21-instances500-overlap1e-06-1e-05-aspectref3-aspectmaxmin1-radius3-imbalance2-rep3,0.6805539719068013,0.0373035189909205,0.9309271378434888,0.0205078671281955
dim51-clusters15-instances2000-overlap1e-06-1e-05-aspectref1.5-aspectmaxmin3-radius3-imbalance2-rep2,0.48142571075715757,0.09968919213210681,0.9439586798140468,0.2894843833209881
dim51-clusters18-instances200-overlap1e-06-1e-05-aspectref3-aspectmaxmin3-radius5-imbalance1-rep3,0.0344170135042449,0.8100317436317763,0.0191012066083512,0.021933874629092198
dim51-clusters20-instances400-overlap1e-06-1e-05-aspectref1.5-aspectmaxmin1-radius1-imbalance2-rep4,0.6888188865858982,0.4334650526093465,0.0200318407588788,0.3230864898520439
dim52-clusters19-instances450-overlap1e-06-1e-05-aspectref1.5-aspectmaxmin1-radius5-imbalance2-rep3,0.4746382250590154,0.6371708866008685,0.0429496467270751,0.5790554715732502
dim52-clusters2-instances200-overlap1e-06-1e-05-aspectref3-aspectmaxmin3-radius5-imbalance1-rep2,0.36915537653848407,0.5170518833075938,0.5047884015118337,0.5000507588189641
dim52-clusters20-instances2250-overlap1e-06-1e-05-aspectref1.5-aspectmaxmin3-radius1-imbalance1-rep4,0.03751396936526545,0.8160269366673274,0.0346916404491815,0.06865360398167275
dim52-clusters20-instances450-overlap1e-06-1e-05-aspectref1.5-aspectmaxmin3-radius5-imbalance2-rep4,0.1383518951634566,0.0687553456478958,0.9398973839602328,
dim52-clusters7-instances300-overlap1e-06-1e-05-aspectref3-aspectmaxmin1-radius5-imbalance2-rep3,0.7280743935399865,0.19680176255280973,0.8715480132835042,
dim53-clusters11-instances1500-overlap1e-06-1e-05-aspectref3-aspectmaxmin1-radius5-imbalance1-rep2,0.8652095205956193,0.4197842212429868,0.1482825766014618,0.1134016172686278
dim53-clusters13-instances4500-overlap1e-06-1e-05-aspectref3-aspectmaxmin3-radius1-imbalance2-rep2,0.10253025950237885,0.5108603701233836,0.7478582224656525,0.2698342948925069
dim53-clusters15-instances2000-overlap1e-06-1e-05-aspectref1.5-aspectmaxmin1-radius3-imbalance1-rep3,0.8763977621895698,0.4539634803557823,0.9028406556849256,0.0995325389119364
dim53-clusters19-instances4500-overlap1e-06-1e-05-aspectref3-aspectmaxmin3-radius5-imbalance1-rep2,0.2723316548134829,0.0617241635347691,0.0250866374597694,0.0414188309771181
dim53-clusters20-instances350-overlap1e-06-1e-05-aspectref1.5-aspectmaxmin1-radius3-imbalance2-rep1,0.056950752798762,0.0760462345797632,0.9348767918647428,0.0656649969823864
dim53-clusters4-instances3000-overlap1e-06-1e-05-aspectref1.5-aspectmaxmin1-radius5-imbalance1-rep3,0.6851997979621983,0.5210116991203422,0.8826542069793286,
dim54-clusters11-instances1750-overlap1e-06-1e-05-aspectref1.5-aspectmaxmin3-radius1-imbalance1-rep3,0.41896953682260335,0.7623468663339894,0.081058215412734,0.2553729093903385
dim54-clusters13-instances1750-overlap1e-06-1e-05-aspectref1.5-aspectmaxmin3-radius1-imbalance1-rep1,0.9608936284262938,0.5037754550406839,0.0565745210854642,0.0958260973610686
dim54-clusters18-instances2250-overlap1e-06-1e-05-aspectref3-aspectmaxmin1-radius5-imbalance1-rep4,0.0414891792361874,0.0307927182024856,0.9078613346529172,0.3839668531775902
dim54-clusters18-instances3000-overlap1e-06-1e-05-aspectref3-aspectmaxmin3-radius3-imbalance2-rep3,0.06137999697740795,0.5155525522969602,0.0523917818302542,0.4605872433115183
dim54-clusters18-instances3000-overlap1e-06-1e-05-aspectref3-aspectmaxmin3-radius5-imbalance1-rep4,0.08268117697095315,0.4045582387749349,0.0144002595348246,0.5244717261422726
dim54-clusters2-instances200-overlap1e-06-1e-05-aspectref1.5-aspectmaxmin3-radius3-imbalance2-rep2,0.253088912838887,0.30963780477060143,0.2259237739133394,
dim54-clusters8-instances200-overlap1e-06-1e-05-aspectref1.5-aspectmaxmin3-radius3-imbalance2-rep3,0.12236938017496704,0.6446887962871828,0.8875491191243483,0.5504394645657453
dim70-clusters13-instances4500-overlap1e-06-1e-05-aspectref3-aspectmaxmin1-radius5-imbalance2-rep1,0.08106406786750925,0.029386322993283198,0.8032671322303708,0.0653206376980633
dim70-clusters15-instances400-overlap1e-06-1e-05-aspectref3-aspectmaxmin3-radius3-imbalance1-rep1,0.196024127858355,0.0539592412601044,0.0538309537645506,0.209618364963483
dim70-clusters19-instances3500-overlap1e-06-1e-05-aspectref3-aspectmaxmin1-radius5-imbalance1-rep2,0.39531413714607433,0.5851319291759632,0.03905268718371,
dim70-clusters21-instances4000-overlap1e-06-1e-05-aspectref1.5-aspectmaxmin1-radius1-imbalance1-rep4,0.828011780414039,0.0337107427522957,0.0204517256488915,0.0469697598556999
dim71-clusters11-instances2250-overlap1e-06-1e-05-aspectref3-aspectmaxmin3-radius1-imbalance1-rep1,0.9334965508331037,0.453500443197506,0.998045760568548,0.2137862544203648
dim71-clusters19-instances600-overlap1e-06-1e-05-aspectref3-aspectmaxmin3-radius1-imbalance1-rep1,0.7549021625819259,0.5240823475902899,0.949859636496878,0.0568364212284092
dim71-clusters2-instances2000-overlap1e-06-1e-05-aspectref1.5-aspectmaxmin3-radius5-imbalance1-rep2,0.6364361297541705,1.0,0.5037176171707952,0.5008227286684325
dim71-clusters5-instances2250-overlap1e-06-1e-05-aspectref1.5-aspectmaxmin1-radius1-imbalance2-rep1,0.568023568579718,0.537669777264386,0.8522853587918137,0.6172268988397802
dim71-clusters6-instances2500-overlap1e-06-1e-05-aspectref3-aspectmaxmin1-radius3-imbalance2-rep2,0.2516641288304196,0.16967613235358964,0.2018199844289733,
dim71-clusters7-instances2500-overlap1e-06-1e-05-aspectref1.5-aspectmaxmin3-radius1-imbalance1-rep2,0.9024618436945664,0.9238960555746656,1.0,0.2385825610242994
dim99-clusters10-instances200-overlap1e-06-1e-05-aspectref3-aspectmaxmin3-radius3-imbalance2-rep3,0.08166640198011395,0.1274548207255562,0.9150443732755668,0.08271048897783939
dim99-clusters10-instances3500-overlap1e-06-1e-05-aspectref3-aspectmaxmin3-radius3-imbalance2-rep1,0.434079594002154,0.34283244223842796,0.7042881351823412,0.9980497713912804
dim99-clusters15-instances450-overlap1e-06-1e-05-aspectref3-aspectmaxmin3-radius1-imbalance2-rep3,0.37515357138067745,0.10251135981539494,0.7661800416825699,0.11754158390370675
dim99-clusters18-instances1750-overlap1e-06-1e-05-aspectref1.5-aspectmaxmin3-radius3-imbalance1-rep1,0.5338894888763908,0.03559614333721085,0.9120598595272358,0.0546467894928211
