PCAFractionOfComponentsFor95PercentVariance,PCAKurtosisFirstPC,PCASkewnessFirstPC,dataset,firstQuartileCorrelation,firstQuartileCovariance,firstQuartileEntropy,firstQuartileKurtosis,firstQuartileSkewness,logNumberOfInstances,maxCorrelation,maxCovariance,maxEntropy,maxKurtosis,maxSkewness,meanCorrelation,meanCovariance,meanEntropy,meanKurtosis,meanSkewness,medianCorrelation,medianCovariance,medianEntropy,medianKurtosis,medianSkewness,minCorrelation,minCovariance,minEntropy,minKurtosis,minSkewness,missingValuesRatio,numberOfInstances,numberOfMissingValues,sparsity,sparsityOnNumericColumns,thirdQuartileCorrelation,thirdQuartileCovariance,thirdQuartileEntropy,thirdQuartileKurtosis,thirdQuartileSkewness
0.5,-1.6677064582332295,0.1698395626893075,dim2.csv,0.3279631669922153,1058931851.5921508,,-1.4403634345506389,-0.2464986693109611,6.652863029353347,0.3279631669922153,71919903787.7361,,-0.7577698676383795,-0.1695937559264543,0.3279631669922153,18705132569.31351,,-1.2128322455798857,-0.2208636981827921,0.3279631669922153,1335100916.8506632,,-1.2128322455798857,-0.2208636981827921,0.3279631669922153,230424655.81661412,,-1.6678946235213918,-0.27213364043913,0.0,775.0,0,0.0,0.0,0.3279631669922153,18981301634.57202,,-0.9853010566091326,-0.1952287270546232
1.0,-1.357845206041612,0.0169286013624291,g2-8-70.csv,0.3302473572213172,2272.458862074222,,-0.3679881834885236,-0.0216708974313416,7.549609165154532,0.3757527400189384,7824.949308500317,,-0.2057442254113399,0.0778856188497419,0.3401566939403191,2940.492465091564,,-0.3340331546727389,0.0052800725006531,0.3396420541168098,2383.993119647459,,-0.3049957592524537,-0.0049764173686792,0.3087842906172491,2083.028233696406,,-0.5037740711334915,-0.0587761898058173,0.0,1900.0,0,0.0,0.0,0.3509294711178485,2507.6894011391028,,-0.2971608015270959,0.0315756206459923
0.9375,-1.7236717760879594,0.0018341622906079,g2-32-80.csv,0.2687576459765293,2384.85699128199,,-0.2352053726751409,-0.0200382111265201,7.61972421378267,0.3407615166853662,9299.73603641754,,-0.0352648690617445,0.1057983397298926,0.2829529344519057,2714.420138571163,,-0.1746907451705832,0.006413340903387,0.2841270771934474,2535.097176956434,,-0.1852284369436541,0.008358254615174,0.2105095603815405,1826.40612288945,,-0.3875459713564515,-0.0596866934480824,0.0,2038.0,0,0.0,0.0,0.2973421797325002,2675.707649890181,,-0.1148088696151348,0.0262000085132083
0.8671875,-1.95871345079599,-0.0005048376822573,g2-256-80.csv,0.2688821848322016,2379.263447306957,,-0.2258340048763089,-0.0213048262173412,7.624130585661289,0.4887154581230674,9825.879122631835,,0.0826826045670077,0.1393495363827596,0.2805882375578284,2522.794757217976,,-0.1647226801176931,0.0058096031013606,0.280682410808179,2497.923787451393,,-0.1694867401598034,0.0057710187298057,0.0772422453227108,704.5978897186881,,-0.3596578599040207,-0.1033143000205283,0.0,2047.0,0,0.0,0.0,0.2926007803429265,2617.219968329782,,-0.1094318829384812,0.0361156314236796
1.0,-1.5431687511947223,0.0263676627655334,g2-4-40.csv,0.6330658976872945,2132.6503363266656,,-0.9796105729390538,-0.0117876914679293,7.43955930913332,0.6553283410227186,3511.217898367657,,-0.9362391374793924,0.0111896841408329,0.6373417005595445,2476.6183181326605,,-0.9724344138580792,-0.0061103150939179,0.6373464984906339,2227.034856112151,,-0.9467354525008652,-0.00136075176099,0.6112628454881299,2041.00910503326,,-1.0600276129511947,-0.0329094409945245,0.0,1702.0,0,0.0,0.0,0.649700122177856,2508.960388442272,,-0.9395592934198906,0.0043166246130213
0.48828125,-1.997699513571756,0.0009449711909034,g2-256-20.csv,0.8592202454061751,2479.796923984793,,-1.4984254426448682,-0.0093812841715375,7.624130585661289,0.892511706070403,3008.255419919287,,-1.424412499284955,0.0316426517655618,0.8620659547417,2502.5865616622946,,-1.4864992982762084,-0.0009606625850765,0.8621350599775248,2501.609354174934,,-1.4868671042801207,-0.0005138856455852,0.8326256406168475,2374.7559320771265,,-1.5257775956312536,-0.0309206596421427,0.0,2047.0,0,0.0,0.0,0.8649936582552975,2523.0059018132533,,-1.476128919389032,0.0074360826797723
0.8515625,-1.968700410189853,0.0005511113829965,g2-128-50.csv,0.4919171258505349,2446.401189471658,,-0.5560450068753828,-0.0261470112035244,7.624130585661289,0.5557123987680791,5381.93495285044,,-0.3267620027791649,0.0927590210947598,0.5012184949791813,2528.266371330649,,-0.5051901499065705,0.0023725083840419,0.5014584842235421,2511.3713975247383,,-0.5030817878893514,-0.0006538845623574,0.41910177340599,2071.8092468724944,,-0.6743104056400657,-0.0850509743462371,0.0,2047.0,0,0.0,0.0,0.5110322912486228,2575.5076781294506,,-0.4593902959900053,0.0348070131345256
0.00390625,-1.9993573458003588,-0.0029529931228159,g2-256-10.csv,0.960702864487327,2489.240723699635,,-1.8519123485085447,-0.0054053143690539,7.623153068476902,0.9762259034886616,2657.6027038406883,,-1.832079442336687,0.0069202964549789,0.9614830396929026,2500.7488738587663,,-1.8486673472856976,-0.0029833145420013,0.9614999882625012,2500.0564802941635,,-1.8488504059566049,-0.0029679335859241,0.9532495285538928,2447.665729740333,,-1.8660281816862487,-0.012263956114945,0.0,2045.0,0,0.0,0.0,0.9622820637619394,2511.3487235584853,,-1.8451993275291472,-0.0004111657841742
0.8984375,-1.901554688309474,-0.0004321614146514,g2-128-90.csv,0.2197250165382226,2318.843855192325,,-0.1679165206363428,-0.0275241405781756,7.624130585661289,0.3480082080311319,11211.165754810823,,0.1207462355848276,0.0935251245378521,0.2329849169141759,2530.1315112652383,,-0.1128937951150696,-0.000314054662185,0.2328552109326508,2464.508644006607,,-0.1182788436553672,0.0068028910766159,0.0816946189937775,847.1240689830048,,-0.3102396775937732,-0.1248041345722595,0.0,2047.0,0,0.0,0.0,0.2462087864097401,2621.197137192879,,-0.0402501251913919,0.035428553400821
0.818359375,-1.9806392881971853,0.0013761285644627,g2-512-80.csv,0.2709245478724105,2399.939476612891,,-0.2251503033984996,-0.0324200752788539,7.624130585661289,0.7296314873317956,9887.131538846874,,0.0790339769338257,0.1507876870101797,0.2816615768009897,2521.919441366624,,-0.1660690533464577,0.0004937557582695,0.281852501455301,2510.139068880335,,-0.1726735966574324,-8.205238782405724e-05,0.0181685734240428,161.5894848384565,,-0.4149591536221129,-0.1688792761860097,0.0,2047.0,0,0.0,0.0,0.2926077735615606,2620.122013248294,,-0.1069061648524899,0.0363656902206923
0.625,-0.4450168526860589,0.2500673064696206,dim8.csv,-0.3291479625163238,-6983252298.120291,,-0.708748679060257,-0.1668866075810681,7.952263308657046,0.5288262661691995,57719496090.13029,,0.2391242202953325,1.1047308703399288,-0.0910070854621191,2174899468.572924,,-0.5060115313310736,0.2336324344654965,-0.1795199022565306,-682366697.3480189,,-0.6009622729960968,0.3422032547280368,-0.5102446389974152,-18986554321.98054,,-1.079438412128385,-0.8161546813808332,0.0,2842.0,0,0.0,0.0,0.1776062183852329,3364063500.4805384,,-0.2479122317868252,0.6062285377573764
0.25,-1.9689226115931988,0.0700563061203916,g2-4-10.csv,0.973325672889764,2467.7556054507822,,-1.8958276233715676,-0.0674766647802589,7.31455283232408,0.9747984116303188,2563.941596414643,,-1.8853009133081184,-0.0641179205462355,0.9737854695453576,2488.3200790296487,,-1.8927856934832803,-0.066653841230776,0.973645586370429,2476.975080084205,,-1.894699862796416,-0.067152483672342,0.9726145286785558,2453.216170134247,,-1.896442135032171,-0.0681924770321844,0.0,1502.0,0,0.0,0.0,0.9746830313326488,2494.3816308435303,,-1.8916579329081291,-0.066329660122859
0.9375,-1.5927110358259529,0.01454709718482,g2-32-100.csv,0.1879715829975468,2323.865499436393,,-0.1619933369164168,-0.032337713372155,7.616775808698373,0.2528437783074291,13378.31968247091,,0.0788386753668679,0.1088674399794945,0.2002524625217904,2800.7111614297414,,-0.1029498286333605,0.0031732712550421,0.1996022610543545,2488.935788947495,,-0.0988807528173738,-0.0045109680216939,0.1288942442467446,1580.995684023618,,-0.225318137538514,-0.1316357111553814,0.0,2032.0,0,0.0,0.0,0.2127122829325027,2663.9491156028407,,-0.0479533237409338,0.0413717289872905
0.859375,-1.970438020505356,-0.0005970915233786,g2-256-70.csv,0.3264824165578998,2407.9364361980274,,-0.2884203646438174,-0.03375985153657,7.624130585661289,0.513652678667514,8110.256333924045,,0.0470303926833808,0.1352878005576544,0.3381118462667869,2529.137972350334,,-0.2296258794226968,-0.0028821159130289,0.3382107029869789,2509.499418002456,,-0.2407655101552801,0.0012250289854057,0.1737981595634541,1293.163833681696,,-0.4563958230859675,-0.139650993366071,0.0,2047.0,0,0.0,0.0,0.3498163745866844,2612.779352195545,,-0.1769491412413737,0.0284704330905046
0.4166666666666667,-0.8327594659318116,0.6630507843595694,dim12.csv,-0.2354939171049787,-2415402178.654113,,-1.1376300278013105,-0.464609182026213,8.345217926676428,0.6922988901860865,72744557415.32132,,0.4164077149140577,0.4830544973654899,-0.0283614442483671,963227173.5998776,,-0.6448195478656772,-0.185175463681279,-0.0170621751269768,71944838.39869477,,-0.70331963988044,-0.1413889311479236,-0.7834842136212677,-29792910936.50777,,-1.683140462305676,-0.96631658016572,0.0,4210.0,0,0.0,0.0,0.2484295824217982,1694834132.313841,,-0.1744121602474884,0.1140146568088823
0.203125,-0.8599551973876465,0.1459709044908122,dim064.csv,-0.1914252053761505,-384.1445164787148,,-1.2409649994144536,-0.2345151869643066,6.393590753950631,0.7601207657685068,4244.23811364514,,1.2724972580558749,1.4032720769725742,-0.0028514830072516,29.63760672034838,,-0.8908320975274486,-0.0170361470408512,0.0002556596594921,9.70147280437866,,-1.0544844423486834,-0.0500937944452395,-0.7702228298351727,-2260.587645585791,,-1.5136779542523389,-1.2076352240505357,0.0,598.0,0,2.612876254180602e-05,2.612876254180602e-05,0.1800081285249423,389.0405175263156,,-0.6077451634040392,0.2487103496245337
0.375,-1.484325235596928,0.1119514460051019,dim032.csv,-0.175276312109756,-380.5289972273584,,-1.3452424975651356,-0.1708318323243179,6.293419278846481,0.7087760228432936,4809.721763538033,,-0.0100471226781353,0.8895685714432674,0.0133364634358632,114.32539212256968,,-1.0948066489734791,0.0494813308538997,0.0101678543076768,62.189710412815984,,-1.179614836328414,0.0191192543225017,-0.8089028331391251,-2184.3087800369685,,-1.6675777299319403,-0.7526746074977795,0.0,541.0,0,0.0,0.0,0.2169411240064611,545.5855959471475,,-0.9291128963874306,0.2947894212353821
0.875,-1.8589923302495843,0.0041849810006235,g2-16-40.csv,0.6043971218920111,2419.263755809595,,-0.7743462233278464,0.0045345818292454,7.601402334583733,0.6500516911021766,4228.234117441279,,-0.6612908334705669,0.0659924162792633,0.6116436498515623,2555.4948345553785,,-0.7452375543388221,0.011777166004198,0.6125930233150997,2464.641171289355,,-0.7382900432885862,0.016494749126438,0.5847770455169767,2272.792211394303,,-0.870016881663378,-0.0888579039938442,0.0,2001.0,0,0.0,0.0,0.6190290321536376,2515.999442841079,,-0.7229704289228798,0.0320392726311036
1.0,-0.8227280607433771,-0.007654039099581,g2-2-100.csv,0.2093134773526576,1516.515807611688,,-0.6959950913093588,-0.0060202763154713,7.359467638255621,0.2093134773526576,7267.332818967998,,-0.5939317069834318,0.0299035128100933,0.2093134773526576,4380.869519596832,,-0.6619739632007164,0.0059543200597168,0.2093134773526576,4369.814725903821,,-0.6619739632007164,0.0059543200597168,0.2093134773526576,1516.515807611688,,-0.7300162194180011,-0.0179948726906596,0.0,1571.0,0,0.0,0.0,0.2093134773526576,7234.168437888966,,-0.6279528350920741,0.0179289164349051
1.0,-1.0258858879448656,0.1799392971879714,s4.csv,0.2202041912865898,4765180439.696228,,-0.9740487224458492,-0.0456263527075429,8.21959545417708,0.2202041912865898,22782419140.806576,,-0.8919202081942261,0.0602730953685284,0.2202041912865898,13216829289.012035,,-0.9466725510286416,-0.0103265366821857,0.2202041912865898,12659858787.77267,,-0.9466725510286416,-0.0103265366821857,0.2202041912865898,4765180439.696228,,-1.0014248938630568,-0.0809261687329,0.0,3713.0,0,0.0,0.0,0.2202041912865898,21111507637.08848,,-0.9192963796114336,0.0249732793431713
1.0,-1.0453113216267431,-0.0149792539251247,g2-8-100.csv,0.1901776514883733,2212.72018649645,,-0.190594941593493,-0.0194054042923307,7.528869256642251,0.2331524519656365,12203.82947195692,,-0.0616372948199268,0.0953424081540254,0.2021669357452249,3500.864402692433,,-0.1375116509386386,0.0214867366390074,0.2042434248755182,2411.078529724452,,-0.1023277293773687,0.0169387552280554,0.1674472298855155,1935.5191202556136,,-0.2431490869701882,-0.0487059715896411,0.0,1861.0,0,0.0,0.0,0.2135696287117071,2626.522234476204,,-0.092531087494439,0.0667095683138829
1.0,-0.7198556739678712,0.0529986821871758,g2-4-100.csv,0.1703809631143105,1684.286422310484,,-0.4805793672562811,-0.0653730699793088,7.4489161025442,0.2032759181421795,10102.986196380372,,-0.4077187435872527,0.0349965466486625,0.1836498257718903,3691.51341554326,,-0.4548399956643322,-0.0210480271100258,0.1846744441300215,1835.098430879861,,-0.4503563196789533,-0.0252972929135401,0.1624177218956376,1510.280690323364,,-0.5109285997121695,-0.0685940692616856,0.0,1718.0,0,0.0,0.0,0.1964754632191713,3752.549181793651,,-0.4246169480870043,0.0190277499557427
0.84375,-1.9589009311496983,-0.0006288745434172,g2-64-40.csv,0.6018526041915979,2460.984037850705,,-0.7911533072324537,-0.0198215241054984,7.6236419465115715,0.6524064174986459,4338.699211294266,,-0.6262344727792666,0.0775247006916015,0.6103468482366741,2533.597989164249,,-0.7477777681126182,0.000915589544055,0.6104177152462753,2507.374071657501,,-0.7414080383175277,0.0001161238348016,0.5645076319162787,2290.594684123353,,-0.8684196085537632,-0.0584269662295576,0.0,2046.0,0,0.0,0.0,0.6189190326169869,2559.107949078289,,-0.7163934233353312,0.0199382700955951
0.806640625,-1.9847471353880608,-0.0004337358277657,g2-512-70.csv,0.3261912461312777,2398.98338979008,,-0.2944506060904283,-0.0312714376970614,7.624130585661289,0.6967838193025603,8227.611067098169,,0.0497966076473859,0.1295863410556836,0.3366761410972781,2501.726296672926,,-0.233901354618683,-0.0005051364715368,0.3367610579729844,2491.030261962169,,-0.2333839650579723,-0.000699748590817,0.0590510325112268,443.0741296540108,,-0.4736652176395997,-0.1902622005846095,0.0,2047.0,0,0.0,0.0,0.3472288361048778,2585.010181972426,,-0.1799614306349634,0.0308227922763931
0.6666666666666666,-0.9790542603791232,0.2061066433437153,dim6.csv,-0.339414547063993,-2106636543.7880316,,-0.7967042218980114,-0.2799498536449549,7.715123603632105,0.6888082911531227,60312890099.33627,,0.386790482524685,0.7126883214228024,-0.0277702938894899,9850424969.456743,,-0.498352179006892,0.0823827359142132,0.030020072369911,1460671327.1384003,,-0.6139302002021387,0.2304619843835594,-0.5684045902207507,-29607903870.93536,,-1.1270166572957483,-0.6493015680399618,0.0,2242.0,0,0.0,0.0,0.1997188012363322,21489325293.61104,,-0.2767807523525666,0.3726701158382247
0.5,-0.6736364949534885,0.788718012016088,birch2.csv,-0.210380399826859,-508209463.9852027,,-0.3988609633711107,-0.2607006911178878,8.708969906980947,0.0,10898542665.185144,,0.3853722899325364,1.3430321400766936,-0.210380399826859,2604389610.068827,,-0.1374498789365617,0.273876919280306,-0.210380399826859,13612619.53768468,,-0.1374498789365617,0.273876919280306,-0.210380399826859,-508209463.9852027,,-0.6602720478056598,-0.7952783015160816,0.0,6057.0,0,0.0,0.0,-0.210380399826859,3126211693.591715,,0.1239612054979873,0.8084545296784998
0.90625,-1.8480325328824987,1.3779799897824702e-05,g2-64-80.csv,0.2695575545271527,2388.830483476615,,-0.2433585657427426,-0.0359046244444884,7.6236419465115715,0.3414848273594674,9615.657667295236,,0.1719468031329674,0.0926885654017702,0.2827394392279275,2618.614409314628,,-0.1577450455697365,-0.0064949334081622,0.2839489815312764,2525.500306639229,,-0.1673721426929004,-0.0089673854608887,0.2082075542587936,1867.1462518552512,,-0.3128836395585179,-0.1472220751933121,0.0,2046.0,0,0.0,0.0,0.2965578002672219,2660.5198943851324,,-0.0878378999147639,0.0314522510581646
