,dataset,framework,sil,ari,dbs,running_time_min,monitoring_memory
51,dim3-clusters3-instances300-overlap1e-06-1e-05-aspectref5-aspectmaxmin5-radius5-imbalance1-rep11,AutoML4Clust,0.5712849386461484,0.7871785454133706,0.7700378152016673,0.0995,5.545
52,dim3-clusters3-instances3000-overlap1e-06-1e-05-aspectref5-aspectmaxmin1-radius3-imbalance2-rep11,AutoML4Clust,0.6353277470793824,1.0,0.5435292280914429,0.2615,5.495
53,dim3-clusters4-instances300-overlap1e-06-1e-05-aspectref3-aspectmaxmin3-radius5-imbalance1-rep2,AutoML4Clust,0.5793690391135358,0.7067865519883196,0.6148246100333801,0.102,5.470000000000001
54,dim3-clusters4-instances350-overlap1e-06-1e-05-aspectref5-aspectmaxmin1-radius3-imbalance1-rep11,AutoML4Clust,0.5920959765667141,0.9176643951471692,0.6318920632858143,0.1225,5.515000000000001
55,dim5-clusters2-instances2750-overlap1e-06-1e-05-aspectref5-aspectmaxmin5-radius3-imbalance1-rep11,AutoML4Clust,0.3363683697583252,0.4707410221779197,1.173035931904833,0.204,5.255
56,dim5-clusters2-instances3000-overlap1e-06-1e-05-aspectref3-aspectmaxmin1-radius3-imbalance2-rep1,AutoML4Clust,0.1617294160493666,0.0561824184749357,1.3298218418570658,0.2375,5.529999999999999
57,dim5-clusters2-instances3000-overlap1e-06-1e-05-aspectref5-aspectmaxmin5-radius3-imbalance2-rep11,AutoML4Clust,0.4207262041056615,0.4958926959526382,0.9757651147599302,0.216,5.53
58,dim5-clusters2-instances4000-overlap1e-06-1e-05-aspectref1.5-aspectmaxmin1-radius3-imbalance1-rep11,AutoML4Clust,0.3795750768707818,0.4903875764190213,0.8246003240978351,0.3339999999999999,5.245
59,dim5-clusters2-instances4500-overlap1e-06-1e-05-aspectref1.5-aspectmaxmin5-radius5-imbalance1-rep11,AutoML4Clust,0.3708860864831939,0.5059005902173963,0.8673643065168108,0.4095,5.484999999999999
60,dim5-clusters3-instances1500-overlap1e-06-1e-05-aspectref1.5-aspectmaxmin1-radius1-imbalance2-rep3,AutoML4Clust,0.2856022798335267,0.3383533564813053,1.3565706660561498,0.1435,5.21
61,dim5-clusters3-instances200-overlap1e-06-1e-05-aspectref5-aspectmaxmin1-radius3-imbalance1-rep11,AutoML4Clust,0.5095217133067881,0.8999866195250612,0.9393559380183508,0.1235,5.470000000000001
62,dim5-clusters3-instances350-overlap1e-06-1e-05-aspectref1.5-aspectmaxmin5-radius3-imbalance1-rep11,AutoML4Clust,0.6212694735922761,0.9914287149870395,0.5256124182202245,0.125,5.55
63,dim5-clusters3-instances4000-overlap1e-06-1e-05-aspectref1.5-aspectmaxmin1-radius3-imbalance2-rep4,AutoML4Clust,0.6140029824130818,1.0,0.5019868783286697,0.312,5.35
64,dim50-clusters21-instances500-overlap1e-06-1e-05-aspectref3-aspectmaxmin1-radius3-imbalance2-rep3,AutoML4Clust,0.137274701030374,0.6805539719068013,2.084911539342327,0.167,5.555
65,dim51-clusters15-instances2000-overlap1e-06-1e-05-aspectref1.5-aspectmaxmin3-radius3-imbalance2-rep2,AutoML4Clust,0.2237158766562296,0.4814257107571575,2.4515598944559915,0.229,5.55
66,dim51-clusters18-instances200-overlap1e-06-1e-05-aspectref3-aspectmaxmin3-radius5-imbalance1-rep3,AutoML4Clust,0.2964544768017146,0.0344170135042449,1.7916454345749009,0.149,5.505000000000001
67,dim51-clusters20-instances400-overlap1e-06-1e-05-aspectref1.5-aspectmaxmin1-radius1-imbalance2-rep4,AutoML4Clust,0.2143776148489709,0.6888188865858982,1.836088362435278,0.129,5.27
68,dim52-clusters19-instances450-overlap1e-06-1e-05-aspectref1.5-aspectmaxmin1-radius5-imbalance2-rep3,AutoML4Clust,0.1024943961807872,0.4746382250590154,1.8836778145491933,0.1139999999999999,5.295
69,dim52-clusters2-instances200-overlap1e-06-1e-05-aspectref3-aspectmaxmin3-radius5-imbalance1-rep2,AutoML4Clust,0.3320471858991958,0.369155376538484,1.553638409470791,0.1385,5.405
70,dim52-clusters20-instances2250-overlap1e-06-1e-05-aspectref1.5-aspectmaxmin3-radius1-imbalance1-rep4,AutoML4Clust,0.2651289027563989,0.0375139693652654,1.2535445448429303,0.3045,5.255
71,dim52-clusters20-instances450-overlap1e-06-1e-05-aspectref1.5-aspectmaxmin3-radius5-imbalance2-rep4,AutoML4Clust,0.2721287916743801,0.1383518951634566,1.558508961405092,0.1105,5.53
72,dim52-clusters7-instances300-overlap1e-06-1e-05-aspectref3-aspectmaxmin1-radius5-imbalance2-rep3,AutoML4Clust,0.1382772649738207,0.7280743935399865,2.4185930035630108,0.1235,5.529999999999999
73,dim53-clusters11-instances1500-overlap1e-06-1e-05-aspectref3-aspectmaxmin1-radius5-imbalance1-rep2,AutoML4Clust,0.1291447202505263,0.8652095205956193,2.911783497650843,0.2235,5.335
74,dim53-clusters13-instances4500-overlap1e-06-1e-05-aspectref3-aspectmaxmin3-radius1-imbalance2-rep2,AutoML4Clust,0.1626185162767202,0.1025302595023788,2.3889623865852423,0.6875,5.515000000000001
75,dim53-clusters15-instances2000-overlap1e-06-1e-05-aspectref1.5-aspectmaxmin1-radius3-imbalance1-rep3,AutoML4Clust,0.1686858915274236,0.8763977621895698,2.885133412719082,0.2215,5.475
76,dim53-clusters19-instances4500-overlap1e-06-1e-05-aspectref3-aspectmaxmin3-radius5-imbalance1-rep2,AutoML4Clust,0.1608027724198435,0.2723316548134829,2.6627346550860604,0.87,5.5
77,dim53-clusters20-instances350-overlap1e-06-1e-05-aspectref1.5-aspectmaxmin1-radius3-imbalance2-rep1,AutoML4Clust,0.2771191474311453,0.056950752798762,1.5680570881090028,0.126,5.495
78,dim53-clusters4-instances3000-overlap1e-06-1e-05-aspectref1.5-aspectmaxmin1-radius5-imbalance1-rep3,AutoML4Clust,0.2685077970290787,0.6851997979621983,3.0184441722059634,0.5035000000000001,5.52
79,dim54-clusters11-instances1750-overlap1e-06-1e-05-aspectref1.5-aspectmaxmin3-radius1-imbalance1-rep3,AutoML4Clust,0.2500226638656529,0.4189695368226033,1.558264339412048,0.286,5.54
80,dim54-clusters13-instances1750-overlap1e-06-1e-05-aspectref1.5-aspectmaxmin3-radius1-imbalance1-rep1,AutoML4Clust,0.2262211824139207,0.9608936284262938,1.711711469168494,0.2015,5.38
81,dim54-clusters18-instances2250-overlap1e-06-1e-05-aspectref3-aspectmaxmin1-radius5-imbalance1-rep4,AutoML4Clust,0.3273642813601657,0.0414891792361874,1.839705256277224,0.385,5.34
82,dim54-clusters18-instances3000-overlap1e-06-1e-05-aspectref3-aspectmaxmin3-radius3-imbalance2-rep3,AutoML4Clust,0.3130842815950063,0.0613799969774079,1.7229233113261502,0.355,5.55
83,dim54-clusters18-instances3000-overlap1e-06-1e-05-aspectref3-aspectmaxmin3-radius5-imbalance1-rep4,AutoML4Clust,0.2081457354183014,0.0826811769709531,2.7909235950870355,0.295,5.095000000000001
84,dim54-clusters2-instances200-overlap1e-06-1e-05-aspectref1.5-aspectmaxmin3-radius3-imbalance2-rep2,AutoML4Clust,0.0843454108965199,0.253088912838887,2.953916118352569,0.1355,5.550000000000001
85,dim54-clusters8-instances200-overlap1e-06-1e-05-aspectref1.5-aspectmaxmin3-radius3-imbalance2-rep3,AutoML4Clust,0.2041679441197375,0.122369380174967,1.7233326319742632,0.1355,5.515000000000001
86,dim70-clusters13-instances4500-overlap1e-06-1e-05-aspectref3-aspectmaxmin1-radius5-imbalance2-rep1,AutoML4Clust,0.2654673130294268,0.0810640678675092,1.8176808153122488,0.5735,5.24
87,dim70-clusters15-instances400-overlap1e-06-1e-05-aspectref3-aspectmaxmin3-radius3-imbalance1-rep1,AutoML4Clust,0.2406816509825876,0.196024127858355,1.867676071087041,0.1245,4.86
88,dim70-clusters19-instances3500-overlap1e-06-1e-05-aspectref3-aspectmaxmin1-radius5-imbalance1-rep2,AutoML4Clust,0.0194582496583306,0.3953141371460743,2.857616644552759,0.9805,5.555
89,dim70-clusters21-instances4000-overlap1e-06-1e-05-aspectref1.5-aspectmaxmin1-radius1-imbalance1-rep4,AutoML4Clust,0.1911382782056496,0.828011780414039,2.0147888097059488,0.4529999999999999,5.36
90,dim71-clusters11-instances2250-overlap1e-06-1e-05-aspectref3-aspectmaxmin3-radius1-imbalance1-rep1,AutoML4Clust,0.1476594314644302,0.9334965508331036,2.6980136237654957,0.299,5.484999999999999
91,dim71-clusters19-instances600-overlap1e-06-1e-05-aspectref3-aspectmaxmin3-radius1-imbalance1-rep1,AutoML4Clust,0.11829293775089,0.7549021625819259,2.4366458929667614,0.1265,5.3
92,dim71-clusters2-instances2000-overlap1e-06-1e-05-aspectref1.5-aspectmaxmin3-radius5-imbalance1-rep2,AutoML4Clust,0.3030118482967875,0.6364361297541705,5.350298640986786,0.4615,5.5
93,dim71-clusters5-instances2250-overlap1e-06-1e-05-aspectref1.5-aspectmaxmin1-radius1-imbalance2-rep1,AutoML4Clust,0.1566502777139591,0.568023568579718,2.0099396755122942,0.3329999999999999,5.404999999999999
94,dim71-clusters6-instances2500-overlap1e-06-1e-05-aspectref3-aspectmaxmin1-radius3-imbalance2-rep2,AutoML4Clust,0.0203855557757848,0.2516641288304196,3.674281892998774,0.3535,5.279999999999999
95,dim71-clusters7-instances2500-overlap1e-06-1e-05-aspectref1.5-aspectmaxmin3-radius1-imbalance1-rep2,AutoML4Clust,0.1667093566005298,0.9024618436945664,2.867508458579797,0.2495,5.49
96,dim99-clusters10-instances200-overlap1e-06-1e-05-aspectref3-aspectmaxmin3-radius3-imbalance2-rep3,AutoML4Clust,0.2097223333880055,0.0816664019801139,1.9248288032311,0.1445,5.315
97,dim99-clusters10-instances3500-overlap1e-06-1e-05-aspectref3-aspectmaxmin3-radius3-imbalance2-rep1,AutoML4Clust,0.1267211943001467,0.434079594002154,3.3698717669736347,0.962,5.255
98,dim99-clusters15-instances450-overlap1e-06-1e-05-aspectref3-aspectmaxmin3-radius1-imbalance2-rep3,AutoML4Clust,0.1848987304331842,0.3751535713806774,2.0294525420790093,0.122,5.255
99,dim99-clusters18-instances1750-overlap1e-06-1e-05-aspectref1.5-aspectmaxmin3-radius3-imbalance1-rep1,AutoML4Clust,0.0814935822074176,0.5338894888763908,3.398237301471819,0.3385,5.55
