,dataset,framework,sil,ari,dbs,running_time_min,monitoring_memory
27,dim18-clusters5-instances1500-overlap1e-06-1e-05-aspectref5-aspectmaxmin5-radius5-imbalance2-rep11,ML2DAC,0.2833999145403775,0.2888499619718956,2.600049972682839,1.6705,4.66
28,dim18-clusters5-instances200-overlap1e-06-1e-05-aspectref1.5-aspectmaxmin3-radius5-imbalance1-rep4,ML2DAC,0.4477903364550981,0.915127044739065,1.6119075662900049,0.4685,4.98
29,dim18-clusters5-instances2500-overlap1e-06-1e-05-aspectref1.5-aspectmaxmin1-radius1-imbalance1-rep4,ML2DAC,0.2206680958821071,0.3746246246246246,1.907319035185524,2.0365,5.065
30,dim18-clusters5-instances550-overlap1e-06-1e-05-aspectref1.5-aspectmaxmin1-radius5-imbalance1-rep11,ML2DAC,0.0223998016421251,0.1540037858634307,0.868654378170331,0.776,4.545
31,dim2-clusters14-instances1500-overlap1e-06-1e-05-aspectref1.5-aspectmaxmin1-radius3-imbalance2-rep11,ML2DAC,0.7118070927844704,0.9598882655165986,2.3020307932751907,0.7625,4.99
32,dim2-clusters14-instances2500-overlap1e-06-1e-05-aspectref5-aspectmaxmin5-radius3-imbalance1-rep11,ML2DAC,0.343851053540831,0.1814905275031444,0.7937523192163742,0.6234999999999999,5.105
33,dim2-clusters14-instances3500-overlap1e-06-1e-05-aspectref1.5-aspectmaxmin3-radius1-imbalance2-rep1,ML2DAC,0.7656694506116214,1.0,0.3117441382546407,1.1075,5.065
34,dim2-clusters14-instances4000-overlap1e-06-1e-05-aspectref1.5-aspectmaxmin1-radius5-imbalance2-rep11,ML2DAC,0.6841789639241339,0.938688987260716,3.123461311854794,1.251,4.18
35,dim2-clusters15-instances200-overlap1e-06-1e-05-aspectref3-aspectmaxmin3-radius5-imbalance1-rep1,ML2DAC,0.745207429607305,0.9672939096639857,0.4551248198898097,0.569,5.095
36,dim2-clusters15-instances3500-overlap1e-06-1e-05-aspectref1.5-aspectmaxmin1-radius5-imbalance2-rep11,ML2DAC,0.6605463964906001,0.9132272634944354,2.635305326024924,1.026,5.075
37,dim2-clusters16-instances1750-overlap1e-06-1e-05-aspectref3-aspectmaxmin3-radius3-imbalance2-rep1,ML2DAC,0.3633901805344428,0.1580066361080238,0.7609889114265612,0.6145,4.715
38,dim2-clusters16-instances600-overlap1e-06-1e-05-aspectref5-aspectmaxmin1-radius3-imbalance2-rep11,ML2DAC,0.6315582693656983,0.892773081956328,1.9248274452997025,0.6695,5.065
39,dim2-clusters3-instances2000-overlap1e-06-1e-05-aspectref5-aspectmaxmin1-radius1-imbalance1-rep11,ML2DAC,0.5535211263084671,-4.984991212481515e-07,8.598794577907878,0.77,5.07
40,dim2-clusters3-instances4000-overlap1e-06-1e-05-aspectref5-aspectmaxmin5-radius5-imbalance1-rep11,ML2DAC,0.7284566089877544,8.264641261355723e-06,2.4076764090682827,1.272,5.135
41,dim2-clusters4-instances2750-overlap1e-06-1e-05-aspectref5-aspectmaxmin1-radius5-imbalance2-rep11,ML2DAC,0.6302964251875683,0.8482472735591963,0.5001782482146244,0.7915,4.63
42,dim2-clusters4-instances3500-overlap1e-06-1e-05-aspectref5-aspectmaxmin5-radius1-imbalance1-rep11,ML2DAC,0.6187787019798288,0.8557683190870595,0.5286473499716097,1.0995,5.085
43,dim2-clusters4-instances550-overlap1e-06-1e-05-aspectref1.5-aspectmaxmin1-radius3-imbalance1-rep4,ML2DAC,0.3829236965188938,0.0382014068560577,0.5038690823122891,0.5255,4.99
44,dim2-clusters5-instances4500-overlap1e-06-1e-05-aspectref1.5-aspectmaxmin1-radius5-imbalance2-rep11,ML2DAC,0.6348276190988599,0.8195368525021709,2.821836408186252,1.292,5.09
45,dim2-clusters6-instances1750-overlap1e-06-1e-05-aspectref1.5-aspectmaxmin1-radius5-imbalance2-rep11,ML2DAC,0.5772002096739415,0.7895554338501588,1.256893224555217,1.155,5.1
46,dim2-clusters6-instances3000-overlap1e-06-1e-05-aspectref5-aspectmaxmin5-radius1-imbalance2-rep11,ML2DAC,0.628982896468846,0.8249849713480703,0.4581601899093012,1.0165,5.115
47,dim3-clusters3-instances1750-overlap1e-06-1e-05-aspectref1.5-aspectmaxmin5-radius3-imbalance2-rep11,ML2DAC,0.6142972805114457,0.938457064572904,0.4611893727636342,0.5885,5.07
48,dim3-clusters3-instances1750-overlap1e-06-1e-05-aspectref3-aspectmaxmin1-radius5-imbalance1-rep1,ML2DAC,0.6522991914336529,0.8671237154193413,0.7327543764787476,0.645,5.07
49,dim3-clusters3-instances200-overlap1e-06-1e-05-aspectref3-aspectmaxmin1-radius5-imbalance1-rep4,ML2DAC,0.6791656256472126,1.0,0.5132727071534132,0.4245,5.045
50,dim3-clusters3-instances2000-overlap1e-06-1e-05-aspectref1.5-aspectmaxmin5-radius3-imbalance1-rep11,ML2DAC,0.7074627011610886,0.9791055496957256,0.4698309898173768,0.5705,5.074999999999999
51,dim3-clusters3-instances300-overlap1e-06-1e-05-aspectref5-aspectmaxmin5-radius5-imbalance1-rep11,ML2DAC,0.5888599979491651,0.8229535467428628,0.7002417752723619,0.4735,5.08
52,dim3-clusters3-instances3000-overlap1e-06-1e-05-aspectref5-aspectmaxmin1-radius3-imbalance2-rep11,ML2DAC,0.5001171098663114,0.6282229026352949,0.767125520889083,0.64,5.065
53,dim3-clusters4-instances300-overlap1e-06-1e-05-aspectref3-aspectmaxmin3-radius5-imbalance1-rep2,ML2DAC,0.1468050927084891,0.0238070461243482,0.3476871302072186,0.502,5.08
54,dim3-clusters4-instances350-overlap1e-06-1e-05-aspectref5-aspectmaxmin1-radius3-imbalance1-rep11,ML2DAC,0.6110120625453518,0.9269004857643908,0.5389885747083621,0.4679999999999999,5.085
55,dim5-clusters2-instances2750-overlap1e-06-1e-05-aspectref5-aspectmaxmin5-radius3-imbalance1-rep11,ML2DAC,0.4897318129630196,0.6789672069498242,0.9875560094834236,0.9,4.975
56,dim5-clusters2-instances3000-overlap1e-06-1e-05-aspectref3-aspectmaxmin1-radius3-imbalance2-rep1,ML2DAC,0.4765121689323214,0.9852085286505684,0.733032243037569,1.1185,5.09
57,dim5-clusters2-instances3000-overlap1e-06-1e-05-aspectref5-aspectmaxmin5-radius3-imbalance2-rep11,ML2DAC,0.4477269300173569,-0.0427538528417062,8.094393513972953,1.0425,5.095
58,dim5-clusters2-instances4000-overlap1e-06-1e-05-aspectref1.5-aspectmaxmin1-radius3-imbalance1-rep11,ML2DAC,0.6189553507635287,0.9525641449032148,0.5727881041749404,1.168,4.98
59,dim5-clusters2-instances4500-overlap1e-06-1e-05-aspectref1.5-aspectmaxmin5-radius5-imbalance1-rep11,ML2DAC,0.5845062666601373,0.9318533155741944,0.6721058547620091,0.916,5.154999999999999
60,dim5-clusters3-instances1500-overlap1e-06-1e-05-aspectref1.5-aspectmaxmin1-radius1-imbalance2-rep3,ML2DAC,0.5546267818629813,0.8925900253836708,1.526027410028015,0.9315,4.675
61,dim5-clusters3-instances200-overlap1e-06-1e-05-aspectref5-aspectmaxmin1-radius3-imbalance1-rep11,ML2DAC,0.4596484334761455,0.8133700547241003,3.342525453932093,0.5569999999999999,5.07
62,dim5-clusters3-instances350-overlap1e-06-1e-05-aspectref1.5-aspectmaxmin5-radius3-imbalance1-rep11,ML2DAC,0.5640322342138602,0.9057816381715602,0.8925391941343948,0.716,5.07
63,dim5-clusters3-instances4000-overlap1e-06-1e-05-aspectref1.5-aspectmaxmin1-radius3-imbalance2-rep4,ML2DAC,0.610754135366835,0.9899966279524228,0.5050011028638421,1.1555,5.065
64,dim50-clusters21-instances500-overlap1e-06-1e-05-aspectref3-aspectmaxmin1-radius3-imbalance2-rep3,ML2DAC,0.1665151448883534,0.9309271378434888,1.8665368727414955,0.9565,5.075
65,dim51-clusters15-instances2000-overlap1e-06-1e-05-aspectref1.5-aspectmaxmin3-radius3-imbalance2-rep2,ML2DAC,0.2212248885250751,0.9439586798140468,2.410456504597557,0.6915,5.065
66,dim51-clusters18-instances200-overlap1e-06-1e-05-aspectref3-aspectmaxmin3-radius5-imbalance1-rep3,ML2DAC,0.353963829943307,0.0191012066083512,1.409536310035471,0.735,5.095000000000001
67,dim51-clusters20-instances400-overlap1e-06-1e-05-aspectref1.5-aspectmaxmin1-radius1-imbalance2-rep4,ML2DAC,0.4139944278912253,0.0200318407588788,0.8631053555408664,0.805,5.005
68,dim52-clusters19-instances450-overlap1e-06-1e-05-aspectref1.5-aspectmaxmin1-radius5-imbalance2-rep3,ML2DAC,0.3323728673077634,0.0429496467270751,1.77629465618006,1.228,5.075
69,dim52-clusters2-instances200-overlap1e-06-1e-05-aspectref3-aspectmaxmin3-radius5-imbalance1-rep2,ML2DAC,0.3795044650867121,0.5047884015118337,0.7710346800794089,0.6475,6.165
70,dim52-clusters20-instances2250-overlap1e-06-1e-05-aspectref1.5-aspectmaxmin3-radius1-imbalance1-rep4,ML2DAC,0.2461257311889321,0.0346916404491815,1.7276966846590311,0.7344999999999999,5.02
71,dim52-clusters20-instances450-overlap1e-06-1e-05-aspectref1.5-aspectmaxmin3-radius5-imbalance2-rep4,ML2DAC,0.2009294686567563,0.9398973839602328,1.6815397445626297,1.112,5.14
72,dim52-clusters7-instances300-overlap1e-06-1e-05-aspectref3-aspectmaxmin1-radius5-imbalance2-rep3,ML2DAC,0.1454759295202887,0.8715480132835042,2.193752921152176,1.113,5.19
73,dim53-clusters11-instances1500-overlap1e-06-1e-05-aspectref3-aspectmaxmin1-radius5-imbalance1-rep2,ML2DAC,0.2770204590358173,0.1482825766014618,1.8368479937075448,1.12,5.065
74,dim53-clusters13-instances4500-overlap1e-06-1e-05-aspectref3-aspectmaxmin3-radius1-imbalance2-rep2,ML2DAC,0.2033260107278337,0.7478582224656525,1.985401575412292,2.3440000000000003,5.15
75,dim53-clusters15-instances2000-overlap1e-06-1e-05-aspectref1.5-aspectmaxmin1-radius3-imbalance1-rep3,ML2DAC,0.1875157007990002,0.9028406556849256,2.652121965154297,1.2905,5.074999999999999
76,dim53-clusters19-instances4500-overlap1e-06-1e-05-aspectref3-aspectmaxmin3-radius5-imbalance1-rep2,ML2DAC,0.4590193646027851,0.0250866374597694,1.0235992918333796,1.5095,5.28
77,dim53-clusters20-instances350-overlap1e-06-1e-05-aspectref1.5-aspectmaxmin1-radius3-imbalance2-rep1,ML2DAC,0.2252977459240437,0.9348767918647428,1.5519264920572082,1.0215,5.095
78,dim53-clusters4-instances3000-overlap1e-06-1e-05-aspectref1.5-aspectmaxmin1-radius5-imbalance1-rep3,ML2DAC,0.3186487436214364,0.8826542069793286,3.947273186355509,1.2275,5.105
79,dim54-clusters11-instances1750-overlap1e-06-1e-05-aspectref1.5-aspectmaxmin3-radius1-imbalance1-rep3,ML2DAC,0.2689665507506384,0.081058215412734,1.3109012429580125,1.348,5.06
80,dim54-clusters13-instances1750-overlap1e-06-1e-05-aspectref1.5-aspectmaxmin3-radius1-imbalance1-rep1,ML2DAC,0.3045012202378103,0.0565745210854642,1.199103663903694,1.402,4.63
81,dim54-clusters18-instances2250-overlap1e-06-1e-05-aspectref3-aspectmaxmin1-radius5-imbalance1-rep4,ML2DAC,0.1919567015803658,0.9078613346529172,2.758992153880881,1.35,5.0600000000000005
82,dim54-clusters18-instances3000-overlap1e-06-1e-05-aspectref3-aspectmaxmin3-radius3-imbalance2-rep3,ML2DAC,0.3268408860095836,0.0523917818302542,1.6393721186600605,0.8885000000000001,5.105
83,dim54-clusters18-instances3000-overlap1e-06-1e-05-aspectref3-aspectmaxmin3-radius5-imbalance1-rep4,ML2DAC,0.4145202720205375,0.0144002595348246,0.926793110794598,0.924,4.57
84,dim54-clusters2-instances200-overlap1e-06-1e-05-aspectref1.5-aspectmaxmin3-radius3-imbalance2-rep2,ML2DAC,0.2018858211232277,0.2259237739133394,2.571869002428871,1.0699999999999998,5.125
85,dim54-clusters8-instances200-overlap1e-06-1e-05-aspectref1.5-aspectmaxmin3-radius3-imbalance2-rep3,ML2DAC,0.2462015657238582,0.8875491191243483,1.796831013991662,0.9325,5.095000000000001
86,dim70-clusters13-instances4500-overlap1e-06-1e-05-aspectref3-aspectmaxmin1-radius5-imbalance2-rep1,ML2DAC,0.1405393809182663,0.8032671322303708,3.746043102805901,2.0845,6.735
87,dim70-clusters15-instances400-overlap1e-06-1e-05-aspectref3-aspectmaxmin3-radius3-imbalance1-rep1,ML2DAC,0.356830487292209,0.0538309537645506,1.20048672312797,1.031,5.96
88,dim70-clusters19-instances3500-overlap1e-06-1e-05-aspectref3-aspectmaxmin1-radius5-imbalance1-rep2,ML2DAC,0.4369777883371376,0.03905268718371,1.4820374850333555,1.3525,5.085
89,dim70-clusters21-instances4000-overlap1e-06-1e-05-aspectref1.5-aspectmaxmin1-radius1-imbalance1-rep4,ML2DAC,0.3812433782296784,0.0204517256488915,0.9516662433058262,2.1580000000000004,5.3
90,dim71-clusters11-instances2250-overlap1e-06-1e-05-aspectref3-aspectmaxmin3-radius1-imbalance1-rep1,ML2DAC,0.1714823614631021,0.998045760568548,1.997989344241701,1.501,5.09
91,dim71-clusters19-instances600-overlap1e-06-1e-05-aspectref3-aspectmaxmin3-radius1-imbalance1-rep1,ML2DAC,0.1505860845413648,0.949859636496878,2.292364797199598,0.8625,5.0600000000000005
92,dim71-clusters2-instances2000-overlap1e-06-1e-05-aspectref1.5-aspectmaxmin3-radius5-imbalance1-rep2,ML2DAC,0.3318864404974361,0.5037176171707952,2.537001376717458,1.425,5.1
93,dim71-clusters5-instances2250-overlap1e-06-1e-05-aspectref1.5-aspectmaxmin1-radius1-imbalance2-rep1,ML2DAC,0.17284881150377,0.8522853587918137,1.9210120994139488,1.5425,4.71
94,dim71-clusters6-instances2500-overlap1e-06-1e-05-aspectref3-aspectmaxmin1-radius3-imbalance2-rep2,ML2DAC,0.2751933384281507,0.2018199844289733,1.9801240991900544,1.589,5.035
95,dim71-clusters7-instances2500-overlap1e-06-1e-05-aspectref1.5-aspectmaxmin3-radius1-imbalance1-rep2,ML2DAC,0.1911431147499756,1.0,1.857372070977725,1.7415,5.074999999999999
96,dim99-clusters10-instances200-overlap1e-06-1e-05-aspectref3-aspectmaxmin3-radius3-imbalance2-rep3,ML2DAC,0.0347015367418442,0.9150443732755668,2.2202167686913503,0.9865,5.105
97,dim99-clusters10-instances3500-overlap1e-06-1e-05-aspectref3-aspectmaxmin3-radius3-imbalance2-rep1,ML2DAC,0.0616074723468224,0.7042881351823412,3.478857718577038,1.7315,5.04
98,dim99-clusters15-instances450-overlap1e-06-1e-05-aspectref3-aspectmaxmin3-radius1-imbalance2-rep3,ML2DAC,0.1103137257513968,0.7661800416825699,2.6288694666925227,1.018,5.065
99,dim99-clusters18-instances1750-overlap1e-06-1e-05-aspectref1.5-aspectmaxmin3-radius3-imbalance1-rep1,ML2DAC,0.0735472210210459,0.9120598595272358,2.937128062064011,1.125,5.075
